begin_time,close_time,status,gender,birth_year,phone_type,stop_point,customer_id
2/29/2024 13:43,2/29/2024 13:45,pending,F,1987,samsung,bank-check-failed,6433
3/1/2024 8:11,3/1/2024 8:20,succeed,F,1987,samsung,account-creation,6433
3/1/2024 15:40,3/1/2024 15:41,pending,,NA,Apple,otp-failed,6432
3/23/2024 15:09,3/23/2024 15:09,fail,,NA,,contract-agreement-rejected,6432
3/23/2024 15:08,3/23/2024 15:10,fail,M,1990,Apple,selfie-failed,6432
3/14/2024 16:45,3/14/2024 16:45,fail,,NA,,cif-creation-failed,6431
3/14/2024 16:41,3/14/2024 16:45,succeed,F,1982,Apple,account-creation,6431
2/29/2024 19:16,2/29/2024 19:19,succeed,F,2002,Apple,account-creation,6430
3/20/2024 8:19,3/20/2024 8:20,fail,,NA,,contract-agreement-rejected,6429
3/20/2024 8:18,3/20/2024 8:20,fail,M,1996,Apple,selfie-failed,6429
3/15/2024 11:59,3/16/2024 18:01,pending,M,1996,Apple,ocr-failed,6429
2/29/2024 14:08,2/29/2024 14:10,succeed,M,1987,Apple,account-creation,6428
3/2/2024 10:48,3/2/2024 10:48,pending,M,1993,Apple,ocr-failed,6427
3/2/2024 10:51,3/2/2024 10:51,pending,,NA,Apple,data-privacy-rejected,6427
3/5/2024 22:40,3/5/2024 22:40,fail,,NA,,contract-agreement-rejected,6427
3/5/2024 22:38,3/5/2024 22:41,succeed,M,1993,Apple,account-creation,6427
3/2/2024 10:46,3/2/2024 10:47,pending,M,1993,Apple,ocr-failed,6427
3/2/2024 10:51,3/2/2024 10:51,pending,,NA,Apple,data-privacy-rejected,6427
3/2/2024 10:49,3/2/2024 10:50,fail,,NA,Apple,ocr-failed,6427
3/2/2024 10:51,3/2/2024 10:51,pending,M,1993,Apple,ocr-failed,6427
3/1/2024 11:14,3/1/2024 14:35,succeed,F,1982,Apple,account-creation,6426
3/1/2024 11:10,3/1/2024 11:12,pending,F,1982,Apple,bank-check-failed,6426
3/1/2024 11:08,3/1/2024 11:10,fail,F,1982,Apple,ocr-failed,6426
1/31/2024 15:32,1/31/2024 15:32,pending,,NA,,otp-failed,6426
2/1/2024 8:27,2/1/2024 8:31,succeed,F,1995,Apple,account-creation,6425
3/12/2024 7:59,3/12/2024 7:59,pending,,NA,Apple,otp-failed,6424
3/12/2024 8:32,3/12/2024 8:32,fail,,NA,,contract-agreement-rejected,6424
3/12/2024 8:28,3/12/2024 8:32,succeed,M,1984,Apple,account-creation,6424
3/3/2024 22:36,3/3/2024 22:40,succeed,M,1988,Apple,account-creation,6423
3/13/2024 19:41,3/13/2024 19:41,fail,,NA,,contract-agreement-rejected,6422
3/13/2024 19:38,3/13/2024 19:41,succeed,M,1988,Apple,account-creation,6422
2/29/2024 9:51,2/29/2024 9:53,succeed,F,1990,Apple,account-creation,6421
3/1/2024 19:19,3/1/2024 19:22,succeed,M,1994,Apple,account-creation,6420
2/2/2024 8:48,2/2/2024 8:51,succeed,F,1988,Apple,account-creation,6419
2/2/2024 8:47,2/2/2024 8:47,pending,,NA,Apple,otp-failed,6419
2/29/2024 16:29,2/29/2024 16:33,pending,F,1987,samsung,selfie-failed,6418
2/29/2024 21:57,2/29/2024 21:57,fail,F,1987,samsung,bank-check-failed,6418
3/1/2024 14:31,3/1/2024 14:33,succeed,F,1987,samsung,account-creation,6418
3/6/2024 20:13,3/6/2024 20:13,fail,,NA,,contract-agreement-rejected,6417
3/7/2024 12:04,3/7/2024 12:04,fail,,NA,,bank-check-failed,6417
3/6/2024 20:10,3/7/2024 18:55,succeed,F,2001,Apple,account-creation,6417
3/1/2024 9:12,3/1/2024 9:15,succeed,F,1976,Apple,account-creation,6416
3/1/2024 9:10,3/1/2024 9:11,pending,F,1976,Apple,bank-check-failed,6416
2/29/2024 11:06,2/29/2024 11:09,succeed,F,1989,Apple,account-creation,6415
2/29/2024 11:05,2/29/2024 11:05,pending,,NA,Apple,otp-failed,6415
2/29/2024 10:01,3/5/2024 22:24,succeed,M,1987,Sony,account-creation,6414
2/29/2024 13:36,2/29/2024 13:38,succeed,F,1992,Apple,account-creation,6413
2/29/2024 11:06,2/29/2024 11:06,pending,,NA,Apple,otp-failed,6413
3/1/2024 8:13,3/1/2024 8:16,succeed,F,1998,Apple,account-creation,6412
2/29/2024 13:45,2/29/2024 13:45,pending,,NA,Apple,otp-failed,6412
2/29/2024 21:40,2/29/2024 21:40,pending,,NA,Apple,otp-failed,6412
2/29/2024 13:43,2/29/2024 13:43,pending,,NA,Apple,otp-failed,6412
2/6/2024 9:01,2/6/2024 9:01,pending,,NA,Apple,otp-failed,6412
2/29/2024 21:41,2/29/2024 21:41,pending,,NA,Apple,otp-failed,6412
2/6/2024 12:07,2/6/2024 12:07,pending,,NA,Apple,otp-failed,6412
3/6/2024 15:27,3/6/2024 15:27,fail,,NA,,contract-agreement-rejected,6411
3/7/2024 11:52,3/7/2024 11:52,fail,,NA,,bank-check-failed,6411
3/6/2024 15:25,3/7/2024 18:25,succeed,F,1993,Apple,account-creation,6411
3/5/2024 13:35,3/5/2024 13:38,pending,F,1984,Xiaomi,ocr-failed,6410
3/5/2024 13:38,3/5/2024 13:44,succeed,F,1984,Xiaomi,account-creation,6410
2/29/2024 10:42,2/29/2024 21:54,succeed,F,1984,samsung,account-creation,6409
2/29/2024 10:41,2/29/2024 10:42,fail,F,1984,samsung,ocr-failed,6409
2/29/2024 20:20,2/29/2024 20:20,pending,,NA,Apple,otp-failed,6408
3/1/2024 18:03,3/1/2024 18:07,succeed,M,1982,Apple,account-creation,6408
3/1/2024 13:59,3/1/2024 13:59,pending,,NA,Apple,otp-failed,6407
3/3/2024 22:24,3/3/2024 22:27,succeed,F,1998,Apple,account-creation,6407
3/5/2024 17:39,3/5/2024 17:39,fail,,NA,,cif-creation-failed,6406
3/7/2024 11:05,3/7/2024 11:05,fail,,NA,,bank-check-failed,6406
3/5/2024 17:37,3/7/2024 15:22,succeed,M,1997,Apple,account-creation,6406
3/3/2024 9:07,3/3/2024 9:10,succeed,F,2000,Apple,account-creation,6405
2/29/2024 15:09,2/29/2024 15:16,succeed,F,1995,Apple,account-creation,6404
3/14/2024 14:07,3/14/2024 14:07,pending,,NA,Apple,otp-failed,6403
3/5/2024 17:07,3/5/2024 17:07,fail,,NA,,cif-creation-failed,6402
3/5/2024 16:58,3/5/2024 17:07,succeed,M,1993,Apple,account-creation,6402
3/1/2024 8:31,3/1/2024 8:31,pending,,NA,Apple,otp-failed,6401
3/1/2024 22:44,3/1/2024 22:46,succeed,F,1989,Apple,account-creation,6401
3/11/2024 14:52,3/11/2024 14:52,pending,,NA,Apple,data-privacy-rejected,6400
3/11/2024 14:53,3/11/2024 14:53,pending,,NA,Apple,data-privacy-rejected,6400
3/11/2024 14:49,3/11/2024 14:49,pending,,NA,Apple,data-privacy-rejected,6400
3/18/2024 14:29,3/18/2024 14:31,fail,,NA,,contract-agreement-rejected,6400
3/18/2024 14:27,3/18/2024 14:31,fail,F,1992,Apple,selfie-failed,6400
3/1/2024 13:40,3/5/2024 16:11,fail,M,2000,Apple,bank-check-failed,6399
3/11/2024 12:01,3/11/2024 12:01,fail,,NA,,contract-agreement-rejected,6399
3/11/2024 12:24,3/11/2024 12:24,fail,,NA,,bank-check-failed,6399
3/11/2024 11:59,3/11/2024 13:56,succeed,M,2000,Apple,account-creation,6399
3/1/2024 9:43,3/1/2024 9:47,succeed,F,1989,Apple,account-creation,6398
3/4/2024 10:55,3/4/2024 10:55,fail,,NA,,contract-agreement-rejected,6397
3/4/2024 10:52,3/4/2024 10:56,succeed,F,1997,Apple,account-creation,6397
3/19/2024 15:15,3/19/2024 15:18,fail,,NA,,contract-agreement-rejected,6396
3/19/2024 15:13,3/19/2024 15:18,succeed,F,1983,Apple,account-creation,6396
3/14/2024 10:04,3/14/2024 10:05,pending,F,1983,Apple,ocr-failed,6396
2/29/2024 15:11,2/29/2024 15:11,pending,,NA,Apple,otp-failed,6396
3/14/2024 9:58,3/14/2024 9:59,pending,F,1983,Apple,ocr-failed,6396
3/1/2024 16:10,3/1/2024 16:12,succeed,F,1998,Apple,account-creation,6395
2/29/2024 13:58,2/29/2024 13:58,pending,,NA,Apple,data-privacy-rejected,6394
1/30/2024 14:04,1/30/2024 14:05,succeed,F,1995,,account-creation,6393
1/30/2024 14:02,1/30/2024 14:03,pending,,NA,,otp-failed,6393
2/28/2024 18:35,2/28/2024 18:35,pending,,NA,samsung,otp-failed,6392
2/28/2024 18:09,2/28/2024 18:10,fail,,NA,samsung,ocr-failed,6392
2/28/2024 18:25,2/28/2024 18:26,fail,,NA,samsung,ocr-failed,6392
2/28/2024 20:35,2/28/2024 20:36,fail,,NA,samsung,ocr-failed,6392
2/28/2024 20:37,2/28/2024 20:39,fail,M,1966,samsung,ocr-failed,6392
2/28/2024 18:04,2/28/2024 18:04,pending,,NA,samsung,otp-failed,6392
2/28/2024 20:32,2/28/2024 20:34,fail,,NA,samsung,ocr-failed,6392
2/28/2024 18:07,2/28/2024 18:08,fail,,NA,samsung,ocr-failed,6392
2/28/2024 20:39,3/2/2024 18:11,succeed,M,1966,samsung,account-creation,6392
1/31/2024 14:33,1/31/2024 14:33,fail,,NA,,contract-agreement-rejected,6391
1/31/2024 14:31,1/31/2024 14:33,succeed,M,1993,,account-creation,6391
1/29/2024 12:38,1/29/2024 12:38,pending,,NA,,otp-failed,6391
3/1/2024 8:04,3/1/2024 8:10,succeed,F,1994,samsung,account-creation,6390
2/29/2024 14:00,2/29/2024 22:49,succeed,F,2001,Apple,account-creation,6389
2/29/2024 13:44,2/29/2024 13:44,pending,,NA,Apple,otp-failed,6389
3/1/2024 12:07,3/1/2024 12:07,pending,,NA,Apple,otp-failed,6388
2/1/2024 19:37,2/1/2024 19:37,pending,,NA,Apple,otp-failed,6388
3/2/2024 21:47,3/2/2024 21:52,succeed,F,1988,Apple,account-creation,6388
3/14/2024 13:48,3/14/2024 13:48,pending,,NA,Apple,otp-failed,6387
3/14/2024 22:21,3/14/2024 22:21,fail,,NA,,cif-creation-failed,6387
3/14/2024 22:18,3/14/2024 22:21,succeed,M,1992,Apple,account-creation,6387
3/1/2024 11:16,3/2/2024 23:13,succeed,F,1989,samsung,account-creation,6386
3/2/2024 19:43,3/2/2024 19:48,succeed,F,1998,Apple,account-creation,6385
3/1/2024 8:47,3/2/2024 22:45,succeed,F,2000,Apple,account-creation,6384
2/28/2024 15:33,2/28/2024 17:51,succeed,F,1981,Apple,account-creation,6383
3/8/2024 10:44,3/8/2024 10:47,succeed,M,1989,Apple,account-creation,6382
2/29/2024 13:54,2/29/2024 13:54,pending,,NA,Apple,otp-failed,6382
1/31/2024 9:43,1/31/2024 9:43,fail,,NA,,cif-creation-failed,6381
1/31/2024 9:39,1/31/2024 9:43,succeed,F,1995,,account-creation,6381
2/2/2024 21:02,2/2/2024 21:05,succeed,F,1992,Apple,account-creation,6380
2/2/2024 19:15,2/2/2024 19:15,pending,,NA,Apple,otp-failed,6380
3/1/2024 9:18,3/1/2024 9:23,succeed,M,1988,Apple,account-creation,6379
1/31/2024 9:07,1/31/2024 9:07,fail,,NA,,contract-agreement-rejected,6378
1/31/2024 9:04,1/31/2024 9:07,succeed,M,1991,,account-creation,6378
1/30/2024 17:32,1/30/2024 17:32,pending,,NA,,otp-failed,6378
3/17/2024 11:25,3/17/2024 11:25,pending,,NA,Apple,data-privacy-rejected,6377
3/1/2024 21:00,3/1/2024 21:01,fail,,2000,Apple,ocr-failed,6376
3/1/2024 21:02,3/1/2024 21:04,succeed,M,2000,Apple,account-creation,6376
2/29/2024 19:18,2/29/2024 19:22,succeed,M,1990,Apple,account-creation,6375
3/6/2024 14:42,3/6/2024 14:43,fail,M,1992,Apple,ocr-failed,6374
3/14/2024 14:00,3/14/2024 14:00,fail,,NA,,cif-creation-failed,6374
3/14/2024 13:57,3/14/2024 14:00,succeed,M,1992,Apple,account-creation,6374
3/6/2024 14:46,3/6/2024 14:46,pending,,NA,Apple,data-privacy-rejected,6374
3/6/2024 14:48,3/6/2024 14:49,fail,M,1992,Apple,ocr-failed,6374
2/29/2024 15:34,2/29/2024 15:36,pending,,NA,Apple,otp-failed,6374
2/29/2024 15:34,2/29/2024 15:34,pending,,NA,Apple,data-privacy-rejected,6374
2/29/2024 13:47,2/29/2024 13:50,pending,M,1992,Apple,ocr-failed,6374
2/29/2024 13:52,2/29/2024 13:52,pending,,NA,Apple,otp-failed,6374
3/6/2024 14:45,3/6/2024 14:46,fail,M,1992,Apple,ocr-failed,6374
3/6/2024 14:46,3/6/2024 14:47,fail,M,1992,Apple,ocr-failed,6374
3/1/2024 8:36,3/4/2024 17:44,fail,M,1994,Apple,bank-check-failed,6373
3/4/2024 17:53,3/4/2024 17:53,fail,,NA,,contract-agreement-rejected,6373
3/6/2024 16:27,3/6/2024 16:27,fail,,NA,,bank-check-failed,6373
3/4/2024 17:51,3/6/2024 18:35,succeed,M,1994,Apple,account-creation,6373
2/1/2024 19:39,2/2/2024 16:05,succeed,M,1982,Apple,account-creation,6372
2/1/2024 19:36,2/1/2024 19:37,fail,M,1982,Apple,ocr-failed,6372
2/1/2024 16:39,2/1/2024 16:39,pending,,NA,Apple,otp-failed,6372
2/1/2024 19:37,2/1/2024 19:38,fail,M,1982,Apple,ocr-failed,6372
3/14/2024 13:52,3/14/2024 13:52,fail,,NA,,contract-agreement-rejected,6371
3/14/2024 14:03,3/14/2024 14:03,fail,,NA,,bank-check-failed,6371
3/14/2024 13:49,3/14/2024 15:53,succeed,F,1987,samsung,account-creation,6371
3/1/2024 12:11,3/2/2024 23:15,succeed,M,1991,samsung,account-creation,6370
3/1/2024 12:07,3/1/2024 12:10,pending,M,1991,samsung,selfie-failed,6370
2/29/2024 9:56,2/29/2024 10:00,succeed,F,1993,Apple,account-creation,6369
1/31/2024 9:18,1/31/2024 9:18,fail,,NA,,cif-creation-failed,6368
1/31/2024 9:14,1/31/2024 9:19,succeed,M,1966,,account-creation,6368
1/31/2024 9:12,1/31/2024 9:14,fail,M,1966,,ocr-failed,6368
3/1/2024 8:07,3/1/2024 8:11,succeed,M,1990,Apple,account-creation,6367
2/1/2024 11:00,2/1/2024 11:04,succeed,M,1986,Apple,account-creation,6366
3/3/2024 19:21,3/6/2024 12:11,succeed,M,1986,samsung,account-creation,6365
2/28/2024 15:31,2/28/2024 19:16,succeed,M,1983,samsung,account-creation,6364
2/28/2024 15:28,2/28/2024 15:30,pending,M,1983,samsung,bank-check-failed,6364
3/6/2024 6:43,3/6/2024 6:44,pending,M,1990,Apple,ocr-failed,6363
3/6/2024 6:44,3/6/2024 6:45,pending,M,1990,Apple,ocr-failed,6363
2/29/2024 13:45,2/29/2024 13:45,pending,,NA,Apple,otp-failed,6363
2/29/2024 13:58,2/29/2024 14:00,succeed,F,1991,Apple,account-creation,6362
2/29/2024 13:50,2/29/2024 13:50,pending,F,1991,Apple,ocr-failed,6362
2/29/2024 13:47,2/29/2024 13:47,pending,,NA,Apple,otp-failed,6362
2/29/2024 13:48,2/29/2024 13:49,pending,F,1991,Apple,bank-check-failed,6362
3/1/2024 18:55,3/1/2024 19:01,succeed,M,1985,Apple,account-creation,6361
2/2/2024 16:47,2/2/2024 18:02,succeed,M,1990,Apple,account-creation,6360
2/6/2024 8:34,3/2/2024 17:32,succeed,M,1994,Redmi,account-creation,6359
3/1/2024 14:16,3/1/2024 14:17,fail,M,1987,Apple,ocr-failed,6358
3/2/2024 9:35,3/2/2024 9:38,succeed,M,1987,Apple,account-creation,6358
3/1/2024 11:36,3/1/2024 11:38,fail,,NA,Apple,ocr-failed,6358
3/1/2024 14:19,3/1/2024 14:20,fail,M,1987,Apple,ocr-failed,6358
2/29/2024 19:21,2/29/2024 19:24,succeed,F,1988,Apple,account-creation,6357
3/1/2024 11:26,3/1/2024 11:26,pending,,NA,Apple,otp-failed,6356
3/1/2024 9:46,3/1/2024 9:46,pending,,NA,Apple,otp-failed,6356
3/1/2024 17:14,3/1/2024 17:17,succeed,F,1991,Apple,account-creation,6356
3/1/2024 11:00,3/1/2024 11:00,fail,M,1991,Apple,ocr-failed,6355
3/1/2024 10:59,3/1/2024 11:00,fail,M,1991,Apple,ocr-failed,6355
3/1/2024 10:06,3/1/2024 10:07,pending,,NA,Apple,otp-failed,6355
3/1/2024 16:55,3/1/2024 16:58,succeed,M,1991,Apple,account-creation,6355
3/19/2024 12:49,3/19/2024 12:50,fail,,NA,,contract-agreement-rejected,6354
3/19/2024 14:25,3/19/2024 14:25,fail,,NA,,aml-check-failed,6354
3/19/2024 12:47,3/19/2024 14:42,succeed,F,2000,Apple,account-creation,6354
3/16/2024 21:12,3/16/2024 21:14,fail,,NA,,contract-agreement-rejected,6354
3/18/2024 9:43,3/18/2024 9:43,fail,,NA,,aml-check-failed,6354
3/16/2024 21:11,3/18/2024 12:32,fail,F,2000,Apple,selfie-failed,6354
3/6/2024 14:40,3/6/2024 14:40,fail,,NA,,contract-agreement-rejected,6353
3/6/2024 14:36,3/6/2024 14:40,succeed,F,1989,Apple,account-creation,6353
3/1/2024 13:27,3/1/2024 19:16,succeed,M,1990,Apple,account-creation,6352
2/29/2024 22:07,2/29/2024 22:08,pending,,NA,Apple,otp-failed,6352
1/17/2024 9:47,1/17/2024 9:47,pending,,NA,,otp-failed,6352
1/12/2024 17:40,1/12/2024 17:40,pending,,NA,,otp-failed,6352
1/12/2024 17:39,1/12/2024 17:39,pending,,NA,,otp-failed,6352
3/1/2024 11:07,3/1/2024 11:07,pending,,NA,Apple,data-privacy-rejected,6351
3/20/2024 20:39,3/20/2024 20:39,pending,,NA,Apple,data-privacy-rejected,6350
3/6/2024 14:52,3/6/2024 14:52,pending,,NA,Apple,otp-failed,6350
3/6/2024 14:53,3/6/2024 14:54,fail,F,1992,Apple,ocr-failed,6350
3/1/2024 14:34,3/1/2024 14:34,pending,M,1991,Apple,ocr-failed,6349
2/29/2024 13:57,2/29/2024 13:57,pending,,NA,Apple,otp-failed,6349
2/29/2024 13:44,2/29/2024 13:45,pending,,NA,Apple,otp-failed,6349
2/29/2024 13:46,2/29/2024 13:47,pending,M,1991,Apple,ocr-failed,6349
2/29/2024 13:48,2/29/2024 13:48,pending,M,1991,Apple,ocr-failed,6349
3/1/2024 14:35,3/1/2024 14:35,pending,M,1991,Apple,ocr-failed,6349
3/1/2024 11:30,3/1/2024 11:31,pending,M,1991,Apple,ocr-failed,6349
3/1/2024 14:42,3/5/2024 16:43,succeed,M,1991,Apple,account-creation,6349
3/1/2024 12:06,3/1/2024 12:11,succeed,M,1989,Apple,account-creation,6348
3/16/2024 10:59,3/16/2024 10:59,fail,,NA,,contract-agreement-rejected,6347
3/16/2024 10:58,3/16/2024 10:59,succeed,M,1991,Apple,account-creation,6347
3/2/2024 10:44,3/5/2024 16:00,fail,M,1994,Apple,contract-agreement-rejected,6346
3/5/2024 22:41,3/5/2024 22:41,fail,,NA,,contract-agreement-rejected,6346
3/5/2024 22:39,3/5/2024 22:41,succeed,M,1994,Apple,account-creation,6346
2/29/2024 13:43,2/29/2024 13:43,pending,,NA,,data-privacy-rejected,6345
3/1/2024 10:59,3/1/2024 10:59,fail,,NA,,contract-agreement-rejected,6345
3/1/2024 10:56,3/4/2024 19:44,fail,M,1996,,bank-check-failed,6345
2/29/2024 13:43,2/29/2024 13:43,pending,,NA,,data-privacy-rejected,6345
2/29/2024 13:43,2/29/2024 13:44,pending,,NA,,otp-failed,6345
1/27/2024 11:49,1/27/2024 11:49,pending,,NA,,otp-failed,6345
3/6/2024 15:26,3/6/2024 15:26,fail,,NA,,contract-agreement-rejected,6345
3/6/2024 15:24,3/7/2024 18:34,succeed,M,1996,Apple,account-creation,6345
1/27/2024 11:53,1/27/2024 11:53,pending,,NA,,otp-failed,6345
3/3/2024 23:13,3/3/2024 23:15,succeed,F,2000,Apple,account-creation,6344
2/29/2024 11:29,2/29/2024 11:33,succeed,F,1993,Apple,account-creation,6343
2/29/2024 10:22,2/29/2024 10:22,pending,,NA,samsung,otp-failed,6342
2/29/2024 22:14,2/29/2024 22:19,pending,M,1983,samsung,selfie-failed,6342
2/29/2024 22:20,2/29/2024 22:21,fail,M,1983,samsung,selfie-failed,6342
3/1/2024 10:39,3/1/2024 10:40,succeed,M,1983,samsung,account-creation,6342
1/29/2024 14:25,1/29/2024 14:29,succeed,M,1994,,account-creation,6341
1/29/2024 14:09,1/29/2024 14:09,pending,,NA,,otp-failed,6341
2/29/2024 14:50,2/29/2024 14:54,succeed,M,1993,Apple,account-creation,6340
2/29/2024 14:12,2/29/2024 14:12,pending,,NA,Apple,otp-failed,6340
3/3/2024 14:18,3/3/2024 14:19,fail,F,1999,Apple,ocr-failed,6339
2/29/2024 10:38,2/29/2024 10:39,pending,,NA,Apple,otp-failed,6339
2/29/2024 10:43,2/29/2024 10:43,pending,,NA,Apple,otp-failed,6339
3/3/2024 14:16,3/3/2024 14:16,fail,F,1999,Apple,ocr-failed,6339
3/3/2024 23:03,3/3/2024 23:06,succeed,F,1999,Apple,account-creation,6339
3/1/2024 14:31,3/1/2024 14:33,succeed,F,1988,Apple,account-creation,6338
3/1/2024 9:01,3/1/2024 9:02,pending,,NA,Apple,otp-failed,6338
1/2/2024 11:17,1/2/2024 11:20,succeed,F,1995,,account-creation,6337
1/2/2024 11:17,1/2/2024 11:17,pending,,NA,,otp-failed,6337
2/2/2024 11:31,2/2/2024 11:31,pending,,NA,Apple,otp-failed,6336
3/3/2024 20:54,3/3/2024 20:59,succeed,F,1997,Apple,account-creation,6336
2/29/2024 17:20,2/29/2024 17:22,succeed,F,1994,Apple,account-creation,6335
2/29/2024 17:04,2/29/2024 17:19,fail,F,1199,Apple,ocr-failed,6335
3/8/2024 8:38,3/8/2024 8:38,fail,,NA,,contract-agreement-rejected,6334
3/8/2024 8:35,3/8/2024 8:39,succeed,M,1989,Apple,account-creation,6334
3/18/2024 8:14,3/18/2024 8:15,fail,,NA,,contract-agreement-rejected,6333
3/18/2024 8:13,3/18/2024 8:16,succeed,M,1998,Apple,account-creation,6333
3/1/2024 10:08,3/1/2024 10:08,pending,F,1980,Apple,ocr-failed,6332
3/1/2024 10:07,3/1/2024 10:07,pending,F,1980,Apple,ocr-failed,6332
3/1/2024 10:15,3/1/2024 10:19,succeed,F,1980,Apple,account-creation,6332
2/29/2024 14:40,2/29/2024 14:40,pending,,NA,Apple,otp-failed,6332
3/1/2024 9:49,3/1/2024 10:05,pending,F,1980,Apple,ocr-failed,6332
3/1/2024 10:05,3/1/2024 10:06,pending,F,1980,Apple,ocr-failed,6332
1/29/2024 10:15,1/29/2024 10:17,succeed,M,1994,,account-creation,6331
1/29/2024 10:14,1/29/2024 10:14,pending,,NA,,otp-failed,6331
1/27/2024 19:12,1/27/2024 19:12,pending,,NA,,otp-failed,6331
2/29/2024 17:11,2/29/2024 17:12,pending,,NA,Apple,otp-failed,6330
3/1/2024 20:50,3/5/2024 19:28,succeed,M,1998,Apple,account-creation,6330
2/20/2024 14:40,2/20/2024 14:41,pending,F,1994,Apple,ocr-failed,6329
2/20/2024 15:31,2/20/2024 15:31,pending,,NA,Apple,data-privacy-rejected,6329
2/20/2024 15:03,2/20/2024 15:04,pending,F,1994,Apple,ocr-failed,6329
2/19/2024 14:43,2/19/2024 14:43,pending,,NA,Apple,otp-failed,6329
2/20/2024 14:36,2/20/2024 14:36,pending,F,1994,Apple,ocr-failed,6329
2/20/2024 14:35,2/20/2024 14:35,pending,F,1994,Apple,ocr-failed,6329
2/20/2024 15:04,2/20/2024 15:05,pending,F,1994,Apple,ocr-failed,6329
2/20/2024 15:31,2/20/2024 15:32,pending,F,1994,Apple,ocr-failed,6329
2/20/2024 14:37,2/20/2024 14:38,pending,F,1994,Apple,ocr-failed,6329
2/20/2024 15:31,2/20/2024 15:31,pending,,NA,Apple,data-privacy-rejected,6329
2/20/2024 16:34,2/20/2024 16:35,pending,F,1994,Apple,ocr-failed,6329
2/20/2024 16:21,2/20/2024 16:21,pending,F,1994,Apple,ocr-failed,6329
2/20/2024 15:31,2/20/2024 15:31,pending,,NA,Apple,data-privacy-rejected,6329
2/29/2024 13:43,2/29/2024 13:45,pending,F,1994,Apple,ocr-failed,6329
2/29/2024 20:20,2/29/2024 20:21,pending,M,1996,Apple,ocr-failed,6328
2/29/2024 20:20,2/29/2024 20:20,pending,,NA,Apple,otp-failed,6328
2/29/2024 20:19,2/29/2024 20:19,pending,M,1996,Apple,ocr-failed,6328
2/29/2024 20:21,2/29/2024 20:22,pending,M,1996,Apple,ocr-failed,6328
2/29/2024 13:46,2/29/2024 13:46,pending,,NA,Apple,otp-failed,6328
3/4/2024 0:06,3/4/2024 0:07,pending,M,1996,Apple,ocr-failed,6328
2/29/2024 13:47,2/29/2024 13:54,succeed,F,1988,Apple,account-creation,6327
2/1/2024 20:37,2/1/2024 20:37,pending,,NA,Apple,otp-failed,6327
1/30/2024 19:49,2/2/2024 14:12,succeed,F,1987,,account-creation,6326
1/30/2024 19:51,1/30/2024 19:51,fail,,NA,,contract-agreement-rejected,6326
1/30/2024 19:47,1/30/2024 19:49,fail,F,1987,,bank-check-failed,6326
2/29/2024 13:45,2/29/2024 13:47,pending,F,1988,Apple,bank-check-failed,6325
2/29/2024 14:11,2/29/2024 14:14,succeed,F,1988,Apple,account-creation,6325
2/29/2024 8:24,2/29/2024 8:30,succeed,M,1968,samsung,account-creation,6324
2/29/2024 13:52,2/29/2024 13:56,succeed,M,1992,Apple,account-creation,6323
3/1/2024 9:00,3/4/2024 15:34,succeed,F,1986,Apple,account-creation,6322
3/4/2024 23:00,3/4/2024 23:05,succeed,M,1990,samsung,account-creation,6321
3/1/2024 8:52,3/1/2024 8:52,pending,,NA,samsung,otp-failed,6321
3/4/2024 10:47,3/4/2024 10:47,fail,,NA,,contract-agreement-rejected,6320
3/4/2024 10:43,3/4/2024 10:48,succeed,F,1992,Apple,account-creation,6320
3/14/2024 15:09,3/14/2024 15:09,pending,,NA,Apple,data-privacy-rejected,6319
3/14/2024 15:09,3/14/2024 15:09,pending,,NA,Apple,data-privacy-rejected,6319
3/14/2024 15:13,3/14/2024 15:13,fail,,NA,,cif-creation-failed,6319
3/14/2024 15:09,3/14/2024 17:55,fail,F,1992,Apple,selfie-failed,6319
3/19/2024 11:19,3/19/2024 11:22,fail,,NA,,contract-agreement-rejected,6319
3/19/2024 11:18,3/19/2024 11:22,succeed,F,1992,Apple,account-creation,6319
2/1/2024 20:57,2/1/2024 20:59,succeed,F,1989,Apple,account-creation,6318
3/1/2024 8:56,3/4/2024 16:36,succeed,M,1988,Apple,account-creation,6317
3/3/2024 0:32,3/3/2024 0:32,pending,,NA,Apple,data-privacy-rejected,6316
3/6/2024 14:30,3/6/2024 14:30,pending,,NA,Apple,data-privacy-rejected,6316
3/1/2024 9:56,3/1/2024 9:56,pending,,NA,Apple,data-privacy-rejected,6316
3/4/2024 8:20,3/4/2024 8:27,succeed,F,1996,Apple,account-creation,6315
1/30/2024 17:15,1/30/2024 17:17,succeed,F,1991,,account-creation,6314
1/30/2024 17:13,1/30/2024 17:13,pending,,NA,,otp-failed,6314
3/1/2024 17:07,3/1/2024 17:07,pending,,NA,Apple,otp-failed,6313
3/3/2024 12:23,3/3/2024 12:24,fail,,NA,Apple,ocr-failed,6313
3/3/2024 12:24,3/3/2024 12:26,succeed,M,1995,Apple,account-creation,6313
2/29/2024 9:56,2/29/2024 9:56,fail,,NA,,cif-creation-failed,6312
2/29/2024 9:54,2/29/2024 9:56,succeed,M,1993,,account-creation,6312
1/27/2024 18:40,1/27/2024 18:40,pending,,NA,,otp-failed,6312
1/26/2024 13:32,1/26/2024 13:33,pending,,NA,,otp-failed,6311
1/26/2024 13:33,1/26/2024 13:34,succeed,M,1986,,account-creation,6311
